1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
99	40.654599	6.002564	0.009112	8.987808	1.3
100	43.120676	5.041390	0.009448	7.576196	1.5
101	41.129947	4.080217	0.009810	4.987153	1.3
102	38.857164	5.080187	0.009434	3.573871	2.1
103	36.338081	4.119040	0.009795	3.599705	1.6
104	43.258004	3.174058	0.010178	5.420170	1.4
105	36.328037	4.078441	0.009811	4.725562	1.5
106	40.059716	3.117298	0.010202	5.287132	1.5
107	41.125450	4.116979	0.009796	4.755521	1.6
108	38.072333	3.201157	0.010167	4.506062	2.0
109	37.487244	2.246365	0.010584	5.608403	1.4
110	36.420356	1.285228	0.011041	4.639391	1.2
111	40.950710	0.324143	0.011538	7.205544	1.3
112	41.808429	0.000000	0.011716	2.158310	1.2
113	41.230562	0.576857	0.011403	3.800474	1.7
114	37.213278	1.566427	0.010903	5.325210	1.3
115	41.998991	0.678925	0.011350	4.221863	2.0
116	42.196196	0.000000	0.011716	4.454648	1.2
117	39.090061	0.000000	0.011716	4.326511	1.3
118	42.825443	0.000000	0.011716	4.352437	1.2
119	38.041436	0.000000	0.011716	7.928772	1.6
120	39.404433	0.000000	0.011716	7.342903	1.3
121	38.396810	0.999989	0.011184	5.395627	1.3
122	41.902676	0.054878	0.011686	5.319489	1.7
123	44.056804	1.054614	0.011156	6.398132	1.4
124	39.331502	0.650289	0.011365	6.009360	1.6
125	38.961502	0.000000	0.011716	2.241453	2.0
126	43.039439	0.994663	0.011187	3.029020	1.8
127	38.080789	0.388961	0.011503	5.507084	1.6
128	38.794361	0.000000	0.011716	4.896648	1.2
129	41.777854	1.000000	0.011184	4.117826	1.7
130	40.314543	0.714957	0.011331	9.153744	1.2
131	37.703920	0.000000	0.011716	5.505294	1.7
132	39.497111	0.000000	0.011716	2.652734	1.2
133	39.884828	0.000000	0.011716	7.414013	1.4
134	41.921508	0.000000	0.011716	10.264047	1.5
135	43.162991	0.000000	0.011716	6.639883	1.6
136	36.524100	0.000000	0.011716	8.111076	1.4
137	46.836783	1.000000	0.011184	6.588061	1.2
138	39.796751	0.038826	0.011695	3.683824	1.4
139	41.870747	0.899644	0.011235	5.644653	2.0
140	40.641414	1.898613	0.010745	4.193694	1.2
141	40.085908	2.863043	0.010311	8.038985	1.7
142	36.552465	3.855411	0.009899	3.142260	1.2
143	38.295637	4.832844	0.009525	3.484096	1.5
144	36.933732	4.280144	0.009733	4.994873	1.2
145	40.793414	5.277520	0.009363	6.923327	1.8
146	40.151660	4.316348	0.009719	6.008040	1.7
147	39.419096	5.316345	0.009350	4.969561	1.2
148	37.858772	4.369496	0.009699	3.832150	1.5
149	40.750764	5.369488	0.009331	5.539226	1.2
150	40.176163	6.369487	0.008990	5.213870	1.2
151	43.664108	5.408314	0.009317	4.898821	1.4
152	42.559090	4.447196	0.009669	2.626976	1.3
153	37.005304	3.528379	0.010031	3.563926	1.5
154	43.295244	2.612417	0.010420	5.037103	1.5
155	44.627741	3.612377	0.009997	4.061955	1.5
156	40.032942	4.609714	0.009608	5.111312	1.7
157	38.691100	5.609714	0.009246	9.149657	1.2
158	41.101002	4.648541	0.009593	5.115388	1.3
159	42.190165	3.687377	0.009966	3.790569	2.0
160	40.254378	2.759311	0.010356	4.662829	1.7
161	39.416752	1.988217	0.010703	2.937737	1.2
162	38.099104	1.027458	0.011170	5.081530	1.2
163	41.695088	2.005262	0.010695	6.129113	1.3
164	39.043982	1.044250	0.011161	2.480534	1.4
165	42.317945	2.020355	0.010688	3.821503	1.2
166	41.768814	1.230360	0.011068	7.014783	1.6
167	39.304582	0.269187	0.011568	4.516562	1.2
168	38.331035	0.187807	0.011613	5.251397	1.2
169	40.561249	0.777468	0.011298	3.725230	1.6
170	42.726354	1.582943	0.010895	5.401420	1.2
171	40.516522	2.544028	0.010450	1.906333	1.4
172	40.829289	1.598538	0.010888	5.413277	1.6
173	42.676088	0.857775	0.011257	6.078952	1.2
174	40.859935	1.857774	0.010764	6.023701	1.3
175	43.382229	2.857774	0.010313	8.662232	1.3
176	39.867685	3.854824	0.009899	4.731473	1.2
177	39.518237	2.913049	0.010289	2.971083	1.9
178	36.786331	3.140507	0.010192	2.011463	1.3
179	40.434193	2.572405	0.010438	5.640201	1.3
180	38.951044	3.568201	0.010015	3.941942	1.3
181	40.732187	4.568106	0.009623	7.496438	1.2
182	41.333657	5.568100	0.009261	6.192447	1.3
183	41.899570	6.568100	0.008925	4.722608	1.5
184	40.189853	7.568100	0.008613	5.742499	2.0
185	43.401371	6.618757	0.008909	7.601706	1.6
186	42.516819	5.657583	0.009230	8.028804	2.1
187	46.344327	4.700000	0.009574	5.123039	1.2
188	43.902837	3.738827	0.009946	7.148008	1.2
189	39.339938	4.738826	0.009559	2.348212	1.6
190	42.815373	3.786237	0.009927	4.079382	1.2
191	41.261099	2.864294	0.010310	6.060920	1.2
192	36.381667	1.903120	0.010743	7.440420	1.9
193	40.005481	0.943358	0.011213	6.997897	1.5
194	38.082898	1.748933	0.010816	2.546341	1.3
195	37.971698	2.743011	0.010363	3.227552	1.5
196	40.418437	2.255741	0.010580	4.510366	1.2
197	38.168303	3.246642	0.010148	5.213964	2.1
198	43.398517	3.020876	0.010243	3.640193	1.3
199	39.298897	3.877626	0.009890	7.310551	1.9
200	37.279320	4.876037	0.009509	4.072635	1.4
201	37.996621	5.876037	0.009155	3.565331	1.2
202	39.180689	4.919936	0.009493	7.246767	2.1
203	38.761670	3.969540	0.009854	8.372497	1.4
204	40.208802	4.969473	0.009474	3.563633	1.2
205	39.438280	4.008401	0.009839	6.449300	2.0
206	38.772787	3.047229	0.010232	5.460527	2.1
207	34.399604	3.598573	0.010002	4.369871	1.2
208	37.938242	4.444560	0.009670	4.633940	1.6
209	38.575849	3.483422	0.010050	3.908523	2.1
210	38.526175	4.483420	0.009655	3.084249	1.3
211	37.562732	4.297020	0.009726	4.619806	1.2
212	42.191504	4.241576	0.009748	4.935607	1.3
213	37.645263	3.280988	0.010133	4.651350	2.1
214	41.656744	4.280983	0.009732	3.291561	1.3
215	39.456727	3.404649	0.010082	2.702820	1.2
216	39.194703	4.374081	0.009697	6.933209	1.2
217	42.705480	3.412948	0.010079	7.941393	1.6
218	37.711468	4.412948	0.009682	3.508571	1.3
219	41.088303	3.451775	0.010063	8.168822	1.5
220	37.615174	2.530273	0.010457	5.917873	2.0
221	43.968661	1.569100	0.010902	5.413251	2.1
222	40.158869	1.415349	0.010977	4.565328	1.3
223	40.421269	0.454175	0.011468	8.920668	1.2
224	40.872437	0.000000	0.011716	6.662139	1.3
225	42.000190	0.999999	0.011184	4.058416	1.1
226	39.802863	1.999856	0.010698	3.532657	2.1
227	39.659263	2.989977	0.010256	6.052025	1.2
228	42.113307	2.050511	0.010674	2.535145	1.3
229	38.657515	3.039231	0.010235	4.290611	1.9
230	37.794829	3.084014	0.010216	3.651440	1.3
231	44.321851	4.083483	0.009809	4.840198	1.8
232	39.534342	5.082850	0.009433	8.561134	1.6
233	38.081889	5.907809	0.009144	1.852681	1.2
234	42.563774	4.948822	0.009482	5.325251	1.7
235	42.897575	3.990819	0.009845	4.975526	1.4
236	42.989247	4.984896	0.009469	3.250533	1.3
237	40.933547	5.326165	0.009346	4.792040	1.2
238	40.252619	4.407853	0.009684	4.865105	2.1
239	40.332074	3.446688	0.010065	6.401376	1.3
240	39.853578	2.504325	0.010468	7.422790	1.2
241	42.681230	3.504325	0.010041	6.143799	1.7
242	38.971963	2.543151	0.010451	3.761179	1.4
243	37.672489	3.543150	0.010025	10.076109	1.3
244	44.800642	4.543150	0.009633	3.159231	2.0
245	36.789706	3.581976	0.010009	6.284382	1.5
246	40.240340	2.654928	0.010401	3.820327	1.4
247	40.097339	1.693758	0.010842	4.400020	1.3
248	39.326284	0.732636	0.011322	7.595548	1.7
249	34.710481	0.000000	0.011716	4.098079	1.2
