1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
147	4.298884	21.506005	0.016977	2.730949	1.8
148	2.538692	22.504910	0.016587	3.599685	1.8
149	2.851203	23.504364	0.016215	2.499775	1.9
150	2.981581	23.120114	0.016356	1.910786	1.8
151	2.499970	23.986221	0.016041	0.603448	1.9
152	3.910228	23.795606	0.016109	5.841006	2.1
153	2.640998	24.169216	0.015976	2.658163	1.8
154	4.523851	23.762395	0.016121	4.911801	1.8
155	3.397040	23.355573	0.016269	5.685124	2.0
156	2.800725	24.355573	0.015910	1.736550	1.8
157	3.605533	25.354065	0.015568	5.039108	1.8
158	1.981948	25.853892	0.015402	0.871579	2.0
159	4.840355	25.453916	0.015534	5.628459	1.8
160	4.315754	25.071602	0.015663	6.800585	1.8
161	2.512187	24.664765	0.015803	2.605898	2.0
162	3.644696	25.664765	0.015464	2.274435	1.8
163	4.273955	25.351173	0.015569	2.747930	1.8
164	4.083378	25.072320	0.015663	2.913852	1.8
165	3.774684	25.888237	0.015390	2.875857	1.9
166	2.972378	25.481598	0.015525	0.770186	1.9
167	3.154037	25.255428	0.015601	1.252036	2.3
168	3.415607	25.089820	0.015657	1.825798	1.8
169	3.612239	25.221226	0.015612	4.707014	2.0
170	2.937424	25.175622	0.015628	1.457107	1.8
171	3.279286	26.061980	0.015334	1.138821	1.8
172	2.731914	26.224070	0.015281	1.022325	1.8
173	2.566961	26.283841	0.015262	1.493572	1.9
174	2.971685	26.400509	0.015224	1.802992	1.8
175	2.862290	26.154320	0.015304	0.953154	2.0
176	3.267081	26.186291	0.015293	2.175794	1.8
177	4.903573	26.214093	0.015284	3.175442	1.8
178	2.548302	27.205793	0.014970	1.737279	1.8
179	3.242806	26.851818	0.015080	2.966205	1.8
180	2.461596	26.467764	0.015202	1.170132	1.8
181	3.442155	26.552319	0.015175	1.421332	1.8
182	3.942028	26.404123	0.015223	1.749409	2.0
183	3.030986	26.644862	0.015146	1.608157	1.8
184	2.735373	26.313041	0.015252	1.338792	1.9
185	3.119003	26.092220	0.015324	1.433862	1.9
186	2.752245	25.847820	0.015404	0.600387	1.8
187	2.950013	25.958439	0.015367	2.382495	1.9
188	3.154276	25.993660	0.015356	2.490048	2.1
189	2.382097	26.878813	0.015072	2.324419	1.9
190	3.031160	27.849875	0.014772	2.113535	2.0
191	2.639217	28.806788	0.014489	1.615333	1.8
192	2.252302	28.427652	0.014600	0.603376	1.8
193	3.904054	28.493928	0.014580	1.639383	1.9
194	2.279148	28.443113	0.014595	0.669988	1.8
195	2.306933	28.623221	0.014542	2.234527	1.8
196	2.682479	28.444834	0.014595	2.257605	1.9
197	4.709106	28.044476	0.014714	5.570644	1.8
198	3.499209	29.041438	0.014421	2.270336	1.8
199	2.263127	28.634598	0.014539	1.345592	1.9
200	2.865880	29.106816	0.014402	1.865445	1.8
201	3.709164	29.005686	0.014431	3.021526	1.8
202	1.978566	29.759790	0.014217	0.952068	1.9
203	2.667136	29.636432	0.014251	1.058101	1.8
204	2.432782	29.620040	0.014256	3.055422	1.8
205	2.999515	29.343121	0.014334	2.134337	1.9
206	2.247064	30.339775	0.014056	1.532641	2.0
207	3.328864	30.925746	0.013897	2.641554	1.8
208	2.846572	31.495215	0.013747	1.698217	2.0
209	3.011764	32.408009	0.013512	3.088864	1.8
210	3.136070	32.092900	0.013592	1.444079	1.8
211	3.547068	32.937248	0.013379	1.446360	1.9
212	3.111574	33.201353	0.013314	3.280287	1.8
213	3.651018	33.102479	0.013338	3.642027	1.7
214	3.057913	32.695724	0.013439	1.001444	1.9
215	2.634908	33.186027	0.013318	1.433239	1.8
216	2.663384	32.980071	0.013368	1.719961	1.8
217	3.043438	33.043705	0.013353	2.583042	1.9
218	3.861403	32.659804	0.013448	3.577865	1.8
219	2.383114	33.656230	0.013203	0.719669	1.8
220	3.184957	33.919641	0.013140	2.133379	2.0
221	3.475977	33.636726	0.013208	2.010649	1.8
222	2.272300	34.249308	0.013061	1.148480	1.7
223	2.544681	34.776665	0.012938	1.449419	1.9
224	2.276954	34.760928	0.012941	0.869914	1.8
225	3.668912	34.578202	0.012984	2.824978	1.8
226	3.458796	34.755679	0.012943	2.438504	1.9
227	2.064544	35.747616	0.012716	0.702657	1.8
228	2.871104	35.979434	0.012665	1.497832	1.8
229	3.435309	35.947530	0.012672	1.305991	1.9
230	3.798889	35.779793	0.012709	1.699514	1.8
231	3.754343	35.986308	0.012663	3.672453	1.8
232	2.000447	36.978018	0.012447	1.606708	1.9
233	2.656589	36.575760	0.012534	1.640037	1.8
234	2.667558	36.312501	0.012591	1.314866	1.8
235	2.716072	36.428965	0.012566	1.456577	1.9
236	2.201488	36.122617	0.012633	1.483557	1.8
237	2.440762	35.828525	0.012698	2.396893	1.9
238	2.461533	36.443138	0.012562	1.485608	1.9
239	3.080673	37.168852	0.012406	1.046366	1.7
240	2.102095	37.092501	0.012422	1.069511	1.8
241	3.436070	37.201428	0.012399	1.547903	1.9
242	2.571799	37.261541	0.012386	2.736981	1.8
243	3.424248	37.590639	0.012316	2.978396	1.8
244	2.555641	38.127119	0.012205	1.752083	1.9
245	2.407341	37.726011	0.012288	1.376138	1.8
246	3.615972	37.457802	0.012344	1.847350	1.8
247	6.066143	37.604435	0.012314	6.372909	1.9
248	2.831291	37.197804	0.012400	0.800214	1.8
249	2.908776	36.795813	0.012486	4.079961	1.8
250	2.935463	37.681307	0.012297	1.595079	1.8
251	2.044796	37.275291	0.012383	0.656656	1.9
252	2.559801	37.084180	0.012424	1.707349	1.8
253	2.631633	37.126212	0.012415	2.566132	1.9
254	4.986445	36.759303	0.012494	7.264555	1.9
255	2.746283	37.359120	0.012365	1.565523	1.8
256	2.447251	38.356536	0.012158	1.216003	1.9
257	2.153414	38.626819	0.012102	0.525626	2.0
258	2.655558	38.753009	0.012077	7.461561	1.8
259	3.940655	39.523793	0.011923	1.479245	1.9
260	3.008547	39.215877	0.011984	2.840869	1.8
261	2.736806	38.991542	0.012029	1.564854	1.8
262	3.055397	38.606279	0.012107	0.952642	2.0
263	2.112373	38.417818	0.012145	1.147959	1.8
264	3.515822	38.267720	0.012176	1.280307	1.9
265	2.511368	38.291935	0.012171	1.062234	1.9
266	2.251820	38.042491	0.012222	2.365342	1.8
267	3.191525	37.673941	0.012299	2.029973	2.4
268	2.246190	38.616492	0.012105	0.547933	2.2
269	2.766835	38.681187	0.012091	2.044941	2.3
270	3.107181	38.573914	0.012113	2.003835	2.5
271	3.266840	38.818488	0.012064	2.829803	2.5
272	2.784673	39.631333	0.011902	3.146058	3.1
273	2.378622	40.250482	0.011782	1.271784	2.1
274	2.141133	40.807922	0.011675	1.787558	1.8
275	2.338288	40.500317	0.011734	1.944919	2.0
276	2.813103	40.161697	0.011799	2.509675	2.1
277	2.972607	41.084408	0.011623	1.388075	1.9
278	2.852640	40.692473	0.011697	2.231101	1.9
279	2.542279	41.468872	0.011552	0.904134	2.3
280	3.083753	41.343729	0.011575	2.290265	2.4
281	3.079798	41.055005	0.011629	3.082828	1.8
282	2.460558	40.648383	0.011706	1.267832	1.8
283	5.756542	41.458725	0.011554	5.644369	1.9
284	2.368494	41.333664	0.011577	3.008840	1.8
285	2.771327	42.333664	0.011394	2.731688	1.8
286	3.622703	41.926967	0.011468	3.884767	2.1
287	3.772414	41.538780	0.011539	3.872664	1.8
288	3.423952	42.538748	0.011357	3.140212	2.2
289	3.560009	43.112360	0.011256	3.245572	1.9
290	5.215376	42.773734	0.011315	3.679529	1.8
291	2.319163	42.619738	0.011343	1.421516	1.7
292	2.405471	42.720909	0.011325	1.368196	2.1
293	2.790299	42.654615	0.011337	2.173840	1.8
294	3.568550	42.402535	0.011382	1.955955	1.8
295	2.348688	42.263859	0.011407	0.891990	1.9
296	2.737901	42.385544	0.011385	1.940572	2.0
297	3.043900	42.293480	0.011401	1.528327	1.9
298	2.632545	42.285747	0.011403	1.642112	1.9
299	2.425382	41.961132	0.011461	1.008420	1.8
300	3.092561	42.011941	0.011452	3.422296	1.8
301	2.386560	42.244785	0.011410	1.851187	1.9
302	2.893576	43.236795	0.011234	1.011715	1.8
303	2.764329	43.076266	0.011262	2.080155	2.0
304	2.500734	43.190781	0.011242	0.986196	1.9
305	2.214939	43.032748	0.011270	2.120099	1.7
306	2.506495	43.014476	0.011273	0.632549	1.8
307	2.863598	43.154745	0.011248	1.268022	6.1
308	3.541975	43.176310	0.011244	3.199421	2.6
309	2.316936	42.786845	0.011313	0.827003	2.3
310	2.508099	42.526031	0.011360	2.785367	2.5
311	2.679616	42.754576	0.011319	1.060291	2.3
312	3.395128	42.410741	0.011380	2.678765	1.9
313	2.388109	42.808466	0.011309	1.770027	1.8
314	3.326326	43.772181	0.011141	3.146358	1.9
315	2.825787	44.388837	0.011036	0.960139	1.9
316	2.627049	44.388554	0.011036	2.087661	1.8
317	3.742752	44.205086	0.011067	1.058289	1.8
318	3.055528	44.086003	0.011087	2.670217	1.9
319	3.054959	43.721548	0.011150	1.721410	2.0
320	2.151460	44.487072	0.011019	1.479672	1.8
321	2.458562	44.217542	0.011065	0.618459	1.9
322	2.990805	44.095281	0.011086	1.634163	1.8
323	2.064713	43.978403	0.011106	0.622554	1.8
324	2.784814	43.970532	0.011107	0.715998	1.9
325	2.243350	44.026199	0.011097	1.240145	1.8
326	3.008782	44.114081	0.011083	3.781732	1.8
327	2.079341	43.716483	0.011151	1.299185	2.0
328	2.573863	43.323594	0.011219	1.307348	1.8
329	2.827288	43.730186	0.011148	2.597508	1.8
330	3.272702	43.382903	0.011208	1.733396	1.9
331	3.239677	43.745090	0.011146	1.155104	1.8
332	2.371301	44.083557	0.011088	1.277816	1.7
333	2.437922	43.916531	0.011116	2.502959	1.8
334	2.778822	43.600627	0.011171	0.704189	1.7
335	2.780732	43.349010	0.011214	1.122550	1.8
336	3.951798	43.204714	0.011239	0.818872	1.8
337	3.065253	43.138181	0.011251	2.431074	1.8
338	3.517139	43.224371	0.011236	2.483625	2.0
339	2.921927	44.214138	0.011066	2.027519	1.9
340	2.776523	45.184705	0.010903	1.206690	1.7
341	2.386640	44.872799	0.010955	0.798561	1.8
342	3.232042	44.757075	0.010974	3.425258	1.8
343	2.495585	45.369461	0.010873	0.860393	2.0
344	1.984902	45.223986	0.010897	0.941765	1.8
345	2.663877	45.300327	0.010884	1.440879	1.8
346	3.260967	45.440440	0.010861	1.855132	2.1
347	2.584032	45.065126	0.010923	1.245309	1.8
348	2.415698	44.726725	0.010979	2.576567	1.9
349	2.855345	45.291433	0.010886	2.035739	1.8
350	3.975024	44.886375	0.010953	2.907451	1.8
351	2.912489	45.798560	0.010803	3.119593	2.8
352	3.617936	46.797783	0.010644	3.357381	2.2
353	2.353799	46.392683	0.010708	1.170726	2.4
354	2.653542	46.133619	0.010749	3.337531	2.3
355	3.149702	46.892334	0.010629	4.863107	2.5
356	3.481818	46.485495	0.010693	1.589468	2.4
357	3.664212	47.472585	0.010539	1.118767	2.5
358	3.786972	47.361395	0.010556	3.869416	2.4
359	2.582972	48.281930	0.010416	1.381434	1.8
360	2.203127	48.394245	0.010399	1.528697	1.9
361	2.217262	48.872195	0.010328	0.844436	1.9
362	2.380951	49.003135	0.010309	0.600009	1.8
363	2.374996	48.971663	0.010313	1.315593	1.8
364	2.994753	48.930003	0.010319	1.955640	2.4
365	2.500669	49.493117	0.010237	1.646372	1.9
366	2.801462	49.217552	0.010277	0.856997	1.8
367	3.336041	49.045406	0.010302	2.702072	1.9
368	2.302902	48.882709	0.010326	0.816593	2.0
369	2.721971	48.816335	0.010336	1.387344	1.9
370	2.304883	48.715762	0.010351	1.983061	1.8
371	3.026790	48.742542	0.010347	1.315337	1.8
372	4.012162	49.442283	0.010244	4.116699	1.9
373	3.293674	50.399856	0.010107	3.218451	1.8
374	2.145673	49.993018	0.010165	1.263599	1.8
375	3.994445	49.619847	0.010218	1.888275	1.8
376	2.762220	50.060805	0.010155	3.842956	1.8
377	2.852119	51.057570	0.010015	1.693972	1.8
378	3.488722	52.048927	0.009879	4.101151	1.8
379	2.050166	51.642635	0.009934	1.123393	1.8
380	2.435089	51.246110	0.009988	2.688108	1.8
381	2.079001	52.068286	0.009876	0.665137	1.7
382	3.083478	51.923995	0.009896	1.072071	1.9
383	2.593617	51.831712	0.009908	2.794897	1.8
384	2.704951	51.521984	0.009950	1.700649	1.8
385	2.456012	52.390839	0.009833	2.053398	1.8
386	2.404414	52.088920	0.009873	1.172505	1.7
387	4.193765	52.631526	0.009801	6.817685	1.8
388	2.093272	52.225441	0.009855	1.277376	1.8
389	2.420405	53.187479	0.009727	1.090385	1.8
390	2.954582	53.115305	0.009737	2.497199	1.8
391	2.643422	53.208977	0.009724	1.481308	1.8
392	2.251939	52.946283	0.009759	0.626791	1.8
393	2.329227	53.141698	0.009733	3.079928	1.8
394	2.747522	53.195664	0.009726	0.869029	1.9
395	3.742523	53.028482	0.009748	2.149648	1.8
396	2.467809	53.272821	0.009716	2.232981	1.8
397	2.317251	54.082248	0.009611	2.045795	1.9
398	2.512552	54.903972	0.009507	1.634629	1.8
399	3.052407	55.420324	0.009443	1.513388	1.8
400	3.189293	55.411913	0.009444	2.268093	1.9
401	2.314159	55.096580	0.009483	1.042530	1.7
402	2.808236	55.245375	0.009465	1.579989	1.8
403	2.404322	55.316061	0.009456	1.119969	1.9
404	2.757475	55.338153	0.009453	1.437351	1.8
405	2.874648	55.626492	0.009417	3.775400	1.8
406	3.391389	55.295124	0.009458	2.734162	1.9
407	2.148326	54.888296	0.009509	1.358366	1.8
408	2.977461	55.813462	0.009395	1.203287	1.8
409	2.847150	55.535579	0.009429	1.295130	1.9
410	4.068546	55.474173	0.009436	1.942500	1.7
411	1.537848	55.526570	0.009430	0.837592	1.9
412	2.195746	55.252740	0.009464	0.741721	2.0
413	2.825937	55.304098	0.009457	1.487878	1.8
414	4.342730	55.268506	0.009462	1.538292	1.9
415	3.974828	55.946980	0.009378	3.059495	1.8
416	3.265956	56.785934	0.009277	2.006702	1.7
417	2.883713	57.736990	0.009165	1.991552	1.7
418	1.684973	57.611625	0.009180	0.943401	2.0
419	2.421904	58.169060	0.009115	0.871264	1.8
420	3.733187	58.016952	0.009133	2.441865	1.7
421	2.646385	57.697313	0.009170	1.898444	1.9
422	1.988836	58.447509	0.009083	0.787611	1.8
423	2.396323	58.391073	0.009090	0.793373	1.7
424	3.591830	58.312657	0.009099	3.475898	1.9
425	3.893006	59.003921	0.009020	2.082376	1.8
426	4.865266	58.659693	0.009059	4.373928	1.8
427	3.277522	59.656411	0.008947	1.622319	1.9
428	2.239928	60.428902	0.008862	1.249126	1.8
429	5.645013	60.093259	0.008899	6.971083	1.8
430	2.795245	59.721918	0.008940	2.341208	2.1
431	2.541141	59.316931	0.008985	1.439875	1.8
432	3.515548	59.455261	0.008969	3.556212	1.8
433	4.946499	60.406711	0.008864	8.265506	1.9
434	4.903812	59.999871	0.008909	2.513156	1.8
435	3.663547	59.643332	0.008948	1.521650	1.8
436	2.669816	59.888666	0.008921	1.673355	1.9
437	2.903482	59.533126	0.008961	1.929836	1.8
438	2.321426	59.730892	0.008939	1.406814	1.7
439	3.457484	59.991134	0.008910	1.502892	1.9
440	3.626018	60.170662	0.008890	3.102701	1.8
441	4.126390	59.768005	0.008935	2.085365	1.8
442	2.248363	59.365986	0.008979	1.594190	1.9
443	2.725839	58.989821	0.009022	1.938860	1.7
444	3.845392	59.772338	0.008934	4.479867	1.7
445	2.142991	60.761872	0.008826	0.972386	1.9
446	2.576826	60.984505	0.008802	2.098210	1.8
447	3.660499	60.637309	0.008839	1.377380	1.8
448	2.786056	60.283268	0.008878	2.772709	1.9
449	3.012931	59.993482	0.008910	1.533454	1.8
450	2.585939	59.599309	0.008953	1.354018	1.8
451	2.230957	59.763617	0.008935	0.991238	1.9
452	2.438588	59.855912	0.008925	1.512133	1.8
453	2.506059	59.701754	0.008942	1.039593	1.8
454	3.008771	59.465000	0.008968	1.470706	1.9
455	2.972579	59.837447	0.008927	1.605791	1.7
456	3.489493	59.578975	0.008956	4.838742	1.8
457	3.692418	59.185108	0.009000	1.466848	1.8
458	2.003021	59.761054	0.008935	1.744870	1.8
459	3.034209	59.786126	0.008933	2.387610	2.5
460	3.442209	60.690736	0.008834	2.823773	2.7
461	4.226282	61.497084	0.008747	2.650432	1.8
462	2.223023	61.981624	0.008696	0.926982	3.1
463	2.994354	61.634428	0.008733	1.263027	2.7
464	3.155520	61.443618	0.008753	4.187564	2.2
465	2.335550	61.746617	0.008721	2.439188	1.8
466	2.329470	61.398272	0.008758	1.175470	1.8
467	2.174861	61.815147	0.008714	1.172854	2.0
468	3.605478	61.665658	0.008729	2.603316	1.7
469	2.535515	61.536193	0.008743	2.517985	1.7
470	2.815683	62.531546	0.008639	1.352137	1.9
471	3.245472	62.527029	0.008639	1.564900	2.4
472	3.527369	62.270384	0.008666	2.027280	2.4
473	2.524578	61.957109	0.008699	2.207218	2.0
474	2.908560	61.792131	0.008716	2.464301	1.8
475	3.286309	62.773246	0.008614	1.901882	1.8
476	1.883604	62.378970	0.008655	2.219004	1.9
477	3.407787	63.326486	0.008558	2.817228	1.8
478	3.977339	62.920099	0.008599	4.710225	1.8
479	3.183597	62.513373	0.008641	2.629985	1.8
480	2.398112	62.109025	0.008683	2.801876	1.8
481	3.042635	63.105059	0.008580	4.768317	1.8
482	2.232873	62.698219	0.008622	1.690690	1.9
483	2.913339	62.293044	0.008664	2.696895	1.8
484	2.619883	63.148956	0.008576	0.836746	1.8
485	2.466608	62.903659	0.008601	0.895958	1.8
486	3.156563	62.868391	0.008604	4.322982	1.8
487	2.779959	62.694735	0.008622	1.538908	1.8
488	2.803108	63.689193	0.008521	1.881870	1.8
489	2.436384	64.475812	0.008442	2.525809	1.8
490	1.932357	65.063374	0.008385	1.412701	1.8
491	2.214031	64.729828	0.008417	0.781346	1.9
492	3.050762	64.796263	0.008411	2.012397	1.7
493	3.927507	64.972942	0.008394	3.938525	1.8
494	3.076387	64.567055	0.008433	2.660583	2.0
495	3.034083	65.558722	0.008337	1.947388	1.8
496	1.874552	66.458095	0.008251	0.543198	1.9
497	3.302547	66.587996	0.008239	1.923498	1.8
498	3.472696	66.514586	0.008246	2.641488	1.8
499	2.347024	66.152808	0.008280	1.297213	1.7
500	4.447576	66.795250	0.008219	5.393620	1.9
501	1.772423	67.285231	0.008174	1.068375	1.8
502	3.071573	67.555456	0.008149	3.102569	1.7
503	2.216997	67.313106	0.008171	1.095670	1.9
504	3.064778	68.080849	0.008101	1.919247	1.8
505	1.941303	68.085940	0.008100	0.971228	1.8
506	2.123940	67.944721	0.008113	0.892525	2.1
507	3.389360	67.989020	0.008109	2.623656	1.8
508	4.009443	68.581591	0.008056	5.106261	1.8
509	2.633415	69.428588	0.007980	1.928358	1.9
510	2.599864	69.519057	0.007972	1.598648	1.7
511	3.540989	70.203153	0.007912	4.781082	1.8
512	2.178657	71.040956	0.007840	0.673444	1.9
513	2.403030	70.990846	0.007845	1.815369	1.7
514	2.359973	70.769671	0.007863	0.717075	2.0
515	2.306570	70.821023	0.007859	0.933700	2.5
516	2.528233	70.931379	0.007850	1.726303	1.8
517	2.136479	71.082620	0.007837	0.916282	1.8
518	3.935742	70.804706	0.007860	2.098016	1.8
519	3.272165	70.709729	0.007869	1.636094	1.8
520	3.368473	70.328725	0.007901	2.275617	1.7
521	3.837737	69.936739	0.007935	4.841509	1.8
522	2.718221	70.936636	0.007849	1.413721	1.7
523	3.054445	71.864293	0.007771	1.586862	2.3
524	4.405572	72.548197	0.007714	5.018844	4.7
525	2.587604	72.141603	0.007748	2.492094	3.3
526	4.544388	71.734765	0.007782	6.936389	2.6
527	4.544576	72.734744	0.007699	3.646453	2.1
528	2.728747	73.734415	0.007617	1.468172	1.8
529	2.046940	73.858943	0.007607	1.019811	1.8
530	3.162449	74.046079	0.007592	2.506196	1.8
531	2.665668	74.666881	0.007543	2.561247	1.8
532	2.757585	74.261013	0.007575	4.777563	1.8
533	2.739096	75.260955	0.007497	2.897531	1.9
534	2.818431	76.260892	0.007420	3.207550	1.8
